,pdb_id,num_interface,status
23686,2wdp,4,Current
23687,2wdq,15,Current
23688,2wdr,15,Current
23689,2wdt,4,Current
23690,2wdu,1,Current
23691,2wdv,15,Current
23692,2wdw,1,Current
23693,2wdz,3,Current
23694,2we4,2,Current
23695,2we5,2,Current
23696,2we6,1,Current
23697,2we7,1,Current
23698,2we8,1,Current
23699,2we9,1,Current
23700,2wee,1,Current
23701,2wek,1,Current
23702,2wel,1,Current
23703,2wer,1,Current
23704,2wes,3,Current
23705,2wet,3,Current
23706,2weu,5,Current
23707,2wev,4,Current
23708,2wey,1,Current
23709,2wfc,2,Current
23710,2wfd,1,Current
23711,2wfe,3,Current
23712,2wff,5,Current
23713,2wfh,1,Current
23714,2wfk,7,Current
23715,2wfl,1,Current
23716,2wfm,4,Current
23717,2wfn,1,Current
23718,2wfs,9,Current
23719,2wft,1,Current
23720,2wfu,1,Current
23721,2wfv,1,Current
23722,2wfw,2,Current
23723,2wfx,1,Current
23724,2wfy,4,Current
23725,2wg3,3,Current
23726,2wg4,1,Current
23727,2wg5,15,Current
23728,2wg6,15,Current
23729,2wg7,1,Current
23730,2wg8,2,Current
23731,2wg9,1,Current
23732,2wgb,1,Current
23733,2wgc,1,Current
23734,2wgf,5,Current
23735,2wgg,7,Current
23736,2wgh,1,Current
23737,2wgi,1,Current
23738,2wgl,2,Current
23739,2wgm,44,Current
23740,2wgq,1,Current
23741,2wgs,24,Current
23742,2wgt,3,Current
23743,2wgu,3,Current
23744,2wgv,1,Current
23745,2wgw,1,Current
23746,2wgx,1,Current
23747,2wgz,1,Current
23748,2wh0,3,Current
23749,2wh5,3,Current
23750,2wh6,1,Current
23751,2wh8,3,Current
23752,2whb,4,Current
23753,2whd,1,Current
23754,2whg,1,Current
23755,2whi,6,Current
23756,2whn,1,Current
23757,2who,1,Current
23758,2whp,1,Current
23759,2whq,1,Current
23760,2whr,1,Current
23761,2whs,2,Current
23762,2wht,3,Current
23763,2whu,2,Current
23764,2whw,1,Current
23765,2whx,1,Current
23766,2why,1,Current
23767,2wi9,1,Current
23768,2wia,1,Current
23769,2wib,1,Current
23770,2wie,4,Current
23771,2wih,4,Current
23772,2wii,3,Current
23773,2wim,1,Current
23774,2win,23,Current
23775,2wip,4,Current
23776,2wiq,1,Current
23777,2wis,1,Current
23778,2wit,3,Current
23779,2wiu,5,Current
23780,2wiv,1,Current
23781,2wiw,1,Current
23782,2wiz,1,Current
23783,2wj0,1,Current
23784,2wj1,1,Current
23785,2wj2,1,Current
23786,2wj3,2,Current
23787,2wj4,2,Current
23788,2wj6,2,Current
23789,2wj7,4,Current
23790,2wj8,20,Current
23791,2wj9,1,Current
23792,2wjg,1,Current
23793,2wjh,1,Current
23794,2wji,1,Current
23795,2wjj,1,Current
23796,2wjm,6,Current
23797,2wjn,6,Current
23798,2wju,5,Current
23799,2wjv,3,Current
23800,2wjx,2,Current
23801,2wjz,4,Current
23802,2wk0,1,Current
23803,2wk3,3,Current
23804,2wk4,1,Current
23805,2wk5,2,Current
23806,2wk6,1,Current
23807,2wk7,1,Current
23808,2wk8,1,Current
23809,2wk9,1,Current
23810,2wka,1,Current
23811,2wkb,6,Current
23812,2wkc,6,Current
23813,2wke,1,Current
23814,2wkf,1,Current
23815,2wkh,1,Current
23816,2wki,1,Current
23817,2wkj,4,Current
23818,2wkk,4,Current
23819,2wkl,1,Current
23820,2wkn,8,Current
23821,2wko,1,Current
23822,2wks,7,Current
23823,2wkt,6,Current
23824,2wku,6,Current
23825,2wkv,6,Current
23826,2wkw,1,Current
23827,2wky,1,Current
23828,2wkz,1,Current
23829,2wl0,1,Current
23830,2wl3,3,Current
23831,2wl4,6,Current
23832,2wl5,6,Current
23833,2wl6,6,Current
23834,2wl8,4,Current
23835,2wl9,3,Current
23836,2wlb,1,Current
23837,2wld,3,Current
23838,2wle,3,Current
23839,2wlf,3,Current
23840,2wlg,3,Current
23841,2wli,1,Current
23842,2wlj,1,Current
23843,2wlk,1,Current
23844,2wll,1,Current
23845,2wlm,4,Current
23846,2wln,9,Current
23847,2wlo,1,Current
23848,2wls,1,Current
23849,2wlv,1,Current
23850,2wm2,2,Current
23851,2wm9,1,Current
23852,2wma,5,Current
23853,2wmb,2,Current
23854,2wmc,9,Current
23855,2wme,13,Current
23856,2wmm,1,Current
23857,2wmn,1,Current
23858,2wmo,1,Current
23859,2wmp,1,Current
23860,2wmy,10,Current
23861,2wmz,3,Current
23862,2wn2,3,Current
23863,2wn3,3,Current
23864,2wn9,5,Current
23865,2wnc,5,Current
23866,2wnh,1,Current
23867,2wni,3,Current
23868,2wnj,5,Current
23869,2wnl,11,Current
23870,2wnn,4,Current
23871,2wnq,4,Current
23872,2wnr,6,Current
23873,2wns,1,Current
23874,2wnt,1,Current
23875,2wnu,9,Current
23876,2wnv,9,Current
23877,2wnw,1,Current
23878,2wny,1,Current
23879,2wnz,4,Current
23880,2wo0,1,Current
23881,2wo1,1,Current
23882,2wo2,1,Current
23883,2wo3,1,Current
23884,2wo5,4,Current
23885,2wo6,2,Current
23886,2wo8,1,Current
23887,2woa,1,Current
23888,2wob,2,Current
23889,2woc,2,Current
23890,2wod,1,Current
23891,2woe,2,Current
23892,2wof,1,Current
23893,2wog,2,Current
23894,2woh,1,Current
23895,2woi,2,Current
23896,2woj,3,Current
23897,2wok,1,Current
23898,2wom,1,Current
23899,2won,1,Current
23900,2woo,12,Current
23901,2wov,3,Current
23902,2wow,3,Current
23903,2wox,6,Current
23904,2wp0,3,Current
23905,2wp1,2,Current
23906,2wp2,2,Current
23907,2wp3,1,Current
23908,2wp4,1,Current
23909,2wp5,2,Current
23910,2wp6,2,Current
23911,2wp8,3,Current
23912,2wp9,15,Current
23913,2wpa,4,Current
23914,2wpb,4,Current
23915,2wpc,2,Current
23916,2wpd,27,Current
23917,2wpe,2,Current
23918,2wpf,2,Current
23919,2wph,1,Current
23920,2wpi,1,Current
23921,2wpj,1,Current
23922,2wpk,1,Current
23923,2wpl,1,Current
23924,2wpm,1,Current
23925,2wpn,1,Current
23926,2wpo,3,Current
23927,2wpq,3,Current
23928,2wpr,3,Current
23929,2wps,3,Current
23930,2wpt,1,Current
23931,2wpv,10,Current
23932,2wpw,1,Current
23933,2wpx,1,Current
23934,2wpz,3,Current
23935,2wq4,3,Current
23936,2wqa,10,Current
23937,2wqi,6,Current
23938,2wqj,33,Current
23939,2wqk,1,Current
23940,2wql,3,Current
23941,2wqr,1,Current
23942,2wqt,35,Current
23943,2wqu,6,Current
23944,2wqv,1,Current
23945,2wqw,1,Current
23946,2wqx,1,Current
23947,2wqy,9,Current
23948,2wqz,3,Current
23949,2wr0,3,Current
23950,2wr1,3,Current
23951,2wr2,3,Current
23952,2wr3,3,Current
23953,2wr4,3,Current
23954,2wr5,3,Current
23955,2wr7,3,Current
23956,2wr9,2,Current
23957,2wrb,3,Current
23958,2wrc,3,Current
23959,2wrd,3,Current
23960,2wre,3,Current
23961,2wrf,11,Current
23962,2wrg,15,Current
23963,2wrh,13,Current
23964,2wrs,1,Current
23965,2wrt,11,Current
23966,2wru,1,Current
23967,2wrv,1,Current
23968,2wrw,1,Current
23969,2wrx,3,Current
23970,2wrz,1,Current
23971,2ws0,1,Current
23972,2ws1,1,Current
23973,2ws2,1,Current
23974,2ws3,15,Current
23975,2ws4,1,Current
23976,2ws6,9,Current
23977,2ws7,9,Current
23978,2ws9,5,Current
23979,2wsb,6,Current
23980,2wsc,20,Current
23981,2wse,20,Current
23982,2wsf,20,Current
23983,2wsh,6,Current
23984,2wsj,1,Current
23985,2wsm,1,Current
23986,2wsp,1,Current
23987,2wsq,2,Current
23988,2wss,36,Current
23989,2wst,9,Current
23990,2wsu,3,Current
23991,2wsx,3,Current
23992,2wsy,1,Current
23993,2wt7,1,Current
23994,2wt8,2,Current
23995,2wt9,1,Current
23996,2wte,1,Current
23997,2wtf,1,Current
23998,2wth,1,Current
23999,2wtk,7,Current
24000,2wtl,7,Current
24001,2wtm,3,Current
24002,2wtn,1,Current
24003,2wto,1,Current
24004,2wtp,1,Current
24005,2wtr,1,Current
24006,2wts,1,Current
24007,2wtt,22,Current
24008,2wtu,1,Current
24009,2wtv,3,Current
24010,2wtx,4,Current
24011,2wty,1,Current
24012,2wtz,3,Current
24013,2wu0,3,Current
24014,2wu1,1,Current
24015,2wu2,15,Current
24016,2wu3,1,Current
24017,2wu4,1,Current
24018,2wu5,15,Current
24019,2wu9,1,Current
24020,2wua,1,Current
24021,2wub,9,Current
24022,2wuc,4,Current
24023,2wud,1,Current
24024,2wue,1,Current
24025,2wuf,1,Current
24026,2wug,1,Current
24027,2wuh,3,Current
24028,2wuj,1,Current
24029,2wuk,2,Current
24030,2wul,4,Current
24031,2wuq,1,Current
24032,2wus,2,Current
24033,2wuz,1,Current
24034,2wv0,9,Current
24035,2wv1,1,Current
24036,2wv4,3,Current
24037,2wv5,7,Current
24038,2wv6,11,Current
24039,2wv7,5,Current
24040,2wva,12,Current
24041,2wvb,1,Current
24042,2wvc,1,Current
24043,2wvd,4,Current
24044,2wve,1,Current
24045,2wvf,1,Current
24046,2wvg,6,Current
24047,2wvh,13,Current
24048,2wvj,10,Current
24049,2wvk,1,Current
24050,2wvl,1,Current
24051,2wvm,1,Current
24052,2wvo,1,Current
24053,2wvq,1,Current
24054,2wvr,3,Current
24055,2wvs,2,Current
24056,2wvt,1,Current
24057,2wvu,2,Current
24058,2wvv,2,Current
24059,2wvw,48,Current
24060,2wvx,2,Current
24061,2wvy,3,Current
24062,2wvz,4,Current
24063,2ww0,4,Current
24064,2ww1,2,Current
24065,2ww2,3,Current
24066,2ww3,4,Current
24067,2ww4,1,Current
24068,2ww6,3,Current
24069,2ww7,6,Current
24070,2ww9,6,Current
24071,2wwa,6,Current
24072,2wwb,5,Current
24073,2wwf,1,Current
24074,2wwg,2,Current
24075,2wwh,2,Current
24076,2wwi,2,Current
24077,2wwj,1,Current
24078,2wwk,1,Current
24079,2wwm,3,Current
24080,2wwn,1,Current
24081,2wwo,1,Current
24082,2wwp,1,Current
24083,2wwr,3,Current
24084,2wws,3,Current
24085,2wwt,5,Current
24086,2wwv,5,Current
24087,2www,2,Current
24088,2wwx,1,Current
24089,2wwy,1,Current
24090,2wwz,2,Current
24091,2wx0,5,Current
24092,2wx1,2,Current
24093,2wx2,1,Current
24094,2wx3,3,Current
24095,2wx4,8,Current
24096,2wx5,3,Current
24097,2wxb,1,Current
24098,2wxv,4,Current
24099,2wxx,3,Current
24100,2wxz,1,Current
24101,2wy1,1,Current
24102,2wy2,5,Current
24103,2wy3,3,Current
24104,2wy6,1,Current
24105,2wy7,1,Current
24106,2wy8,1,Current
24107,2wya,3,Current
24108,2wyb,1,Current
24109,2wyc,1,Current
24110,2wyd,1,Current
24111,2wye,1,Current
24112,2wyf,10,Current
24113,2wyg,1,Current
24114,2wyh,1,Current
24115,2wyi,1,Current
24116,2wyj,1,Current
24117,2wyl,12,Current
24118,2wym,12,Current
24119,2wyn,3,Current
24120,2wyo,4,Current
24121,2wyr,18,Current
24122,2wys,1,Current
24123,2wyt,1,Current
24124,2wyu,6,Current
24125,2wyv,6,Current
24126,2wyw,6,Current
24127,2wyy,17,Current
24128,2wyz,1,Current
24129,2wz0,1,Current
24130,2wz1,1,Current
24131,2wz5,1,Current
24132,2wz6,1,Current
24133,2wz7,6,Current
24134,2wze,1,Current
24135,2wzi,1,Current
24136,2wzj,5,Current
24137,2wzp,23,Current
24138,2wzq,1,Current
24139,2wzr,4,Current
24140,2wzs,4,Current
24141,2wzt,1,Current
24142,2wzv,1,Current
24143,2wzw,1,Current
24144,2wzy,10,Current
24145,2x00,5,Current
24146,2x01,1,Current
24147,2x02,1,Current
24148,2x03,1,Current
24149,2x04,3,Current
24150,2x05,1,Current
24151,2x06,6,Current
24152,2x09,1,Current
24153,2x0b,9,Current
24154,2x0d,1,Current
24155,2x0e,1,Current
24156,2x0f,1,Current
24157,2x0g,1,Current
24158,2x0h,1,Current
24159,2x0k,1,Current
24160,2x0l,2,Current
24161,2x0n,8,Current
24162,2x0r,1,Current
24163,2x0u,1,Current
24164,2x0v,1,Current
24165,2x0w,1,Current
24166,2x0x,4,Current
24167,2x0y,1,Current
24168,2x11,1,Current
24169,2x12,1,Current
24170,2x16,1,Current
24171,2x17,60,Current
24172,2x18,12,Current
24173,2x19,1,Current
24174,2x1c,4,Current
24175,2x1d,4,Current
24176,2x1e,4,Current
24177,2x1g,7,Current
24178,2x1h,1,Current
24179,2x1n,4,Current
24180,2x1o,1,Current
24181,2x1p,4,Current
24182,2x1q,1,Current
24183,2x1r,1,Current
24184,2x1s,1,Current
24185,2x1t,1,Current
24186,2x1u,1,Current
24187,2x1w,12,Current
24188,2x1x,1,Current
24189,2x22,1,Current
24190,2x23,6,Current
24191,2x24,1,Current
24192,2x2a,1,Current
24193,2x2c,4,Current
24194,2x2d,3,Current
24195,2x2e,1,Current
24196,2x2f,1,Current
24197,2x2g,1,Current
24198,2x2h,1,Current
24199,2x2i,1,Current
24200,2x2j,1,Current
24201,2x2m,1,Current
24202,2x2n,3,Current
24203,2x2r,3,Current
24204,2x2s,3,Current
24205,2x2v,13,Current
24206,2x2w,1,Current
24207,2x2y,1,Current
24208,2x2z,4,Current
24209,2x31,9,Current
24210,2x32,1,Current
24211,2x34,1,Current
24212,2x36,5,Current
24213,2x39,1,Current
24214,2x3b,1,Current
24215,2x3d,8,Current
24216,2x3e,1,Current
24217,2x3f,1,Current
24218,2x3h,3,Current
24219,2x3j,1,Current
24220,2x3k,1,Current
24221,2x3l,1,Current
24222,2x3o,1,Current
24223,2x3t,2,Current
24224,2x3v,1,Current
24225,2x3w,3,Current
24226,2x3x,4,Current
24227,2x3y,12,Current
24228,2x45,1,Current
24229,2x48,2,Current
24230,2x4d,1,Current
24231,2x4f,1,Current
24232,2x4h,3,Current
24233,2x4i,4,Current
24234,2x4k,1,Current
24235,2x4m,3,Current
24236,2x4n,5,Current
24237,2x4o,5,Current
24238,2x4p,5,Current
24239,2x4q,5,Current
24240,2x4r,5,Current
24241,2x4s,5,Current
24242,2x4t,5,Current
24243,2x4u,5,Current
24244,2x4w,1,Current
24245,2x4x,8,Current
24246,2x4y,17,Current
24247,2x50,1,Current
24248,2x51,1,Current
24249,2x52,1,Current
24250,2x53,61,Current
24251,2x57,3,Current
24252,2x58,1,Current
24253,2x5d,4,Current
24254,2x5f,1,Current
24255,2x5h,3,Current
24256,2x5i,6,Current
24257,2x5j,6,Current
24258,2x5k,6,Current
24259,2x5q,1,Current
24260,2x5s,1,Current
24261,2x5u,5,Current
24262,2x5v,5,Current
24263,2x5z,1,Current
24264,2x60,1,Current
24265,2x61,1,Current
24266,2x62,1,Current
24267,2x64,6,Current
24268,2x65,1,Current
24269,2x69,7,Current
24270,2x6f,1,Current
24271,2x6g,30,Current
24272,2x6h,1,Current
24273,2x6i,1,Current
24274,2x6j,1,Current
24275,2x6k,1,Current
24276,2x6l,7,Current
24277,2x6n,5,Current
24278,2x6p,3,Current
24279,2x6r,1,Current
24280,2x6s,5,Current
24281,2x6t,11,Current
24282,2x6v,1,Current
24283,2x70,5,Current
24284,2x71,1,Current
24285,2x72,1,Current
24286,2x74,5,Current
24287,2x78,2,Current
24288,2x7a,5,Current
24289,2x7c,1,Current
24290,2x7d,1,Current
24291,2x7e,1,Current
24292,2x7f,3,Current
24293,2x7h,1,Current
24294,2x7j,6,Current
24295,2x7l,22,Current
24296,2x7n,3,Current
24297,2x7o,5,Current
24298,2x7r,6,Current
24299,2x7x,1,Current
24300,2x7y,1,Current
24301,2x80,1,Current
24302,2x82,3,Current
24303,2x83,3,Current
24304,2x86,22,Current
24305,2x89,7,Current
24306,2x8b,1,Current
24307,2x8c,1,Current
24308,2x8f,1,Current
24309,2x8j,3,Current
24310,2x8k,2,Current
24311,2x8r,5,Current
24312,2x8s,1,Current
24313,2x8t,1,Current
24314,2x8u,1,Current
24315,2x98,1,Current
24316,2x9a,4,Current
24317,2x9b,1,Current
24318,2x9c,1,Current
24319,2x9g,6,Current
24320,2x9i,2,Current
24321,2x9j,1,Current
24322,2x9m,4,Current
24323,2x9n,6,Current
24324,2x9q,1,Current
24325,2x9v,6,Current
24326,2xa0,3,Current
24327,2xa4,1,Current
24328,2xa6,1,Current
24329,2xa7,4,Current
24330,2xa8,1,Current
24331,2xaa,6,Current
24332,2xab,1,Current
24333,2xac,4,Current
24334,2xad,3,Current
24335,2xae,3,Current
24336,2xaf,1,Current
24337,2xag,1,Current
24338,2xah,1,Current
24339,2xaj,1,Current
24340,2xak,4,Current
24341,2xal,1,Current
24342,2xam,1,Current
24343,2xan,1,Current
24344,2xao,1,Current
24345,2xap,4,Current
24346,2xaq,1,Current
24347,2xar,1,Current
24348,2xas,1,Current
24349,2xau,1,Current
24350,2xav,5,Current
24351,2xaw,4,Current
24352,2xax,4,Current
24353,2xay,5,Current
24354,2xaz,4,Current
24355,2xb1,1,Current
24356,2xb2,12,Current
24357,2xb6,3,Current
24358,2xb9,3,Current
24359,2xbb,2,Current
24360,2xbl,6,Current
24361,2xbm,4,Current
24362,2xbo,5,Current
24363,2xbq,1,Current
24364,2xbu,1,Current
24365,2xbv,1,Current
24366,2xbw,1,Current
24367,2xbx,1,Current
24368,2xby,1,Current
24369,2xbz,1,Current
24370,2xc0,1,Current
24371,2xc1,3,Current
24372,2xc4,1,Current
24373,2xc5,1,Current
24374,2xc8,2,Current
24375,2xcb,2,Current
24376,2xcc,1,Current
24377,2xcd,7,Current
24378,2xce,7,Current
24379,2xcf,5,Current
24380,2xcg,1,Current
24381,2xci,2,Current
24382,2xcj,1,Current
24383,2xcm,6,Current
24384,2xcn,5,Current
24385,2xcp,1,Current
24386,2xcr,3,Current
24387,2xcs,1,Current
24388,2xct,2,Current
24389,2xcu,2,Current
24390,2xcy,1,Current
24391,2xd1,1,Current
24392,2xd5,1,Current
24393,2xd7,1,Current
24394,2xd8,6,Current
24395,2xd9,3,Current
24396,2xdc,3,Current
24397,2xde,1,Current
24398,2xdf,3,Current
24399,2xdg,1,Current
24400,2xdi,1,Current
24401,2xdj,6,Current
24402,2xdm,2,Current
24403,2xdn,3,Current
24404,2xdo,2,Current
24405,2xdq,1,Current
24406,2xdr,6,Current
24407,2xe0,1,Current
24408,2xe2,3,Current
24409,2xe5,7,Current
24410,2xec,3,Current
24411,2xed,3,Current
24412,2xee,3,Current
24413,2xeh,2,Current
24414,2xem,6,Current
24415,2xep,1,Current
24416,2xeq,5,Current
24417,2xer,2,Current
24418,2xes,1,Current
24419,2xet,1,Current
24420,2xev,2,Current
24421,2xew,22,Current
24422,2xex,1,Current
24423,2xf2,1,Current
24424,2xf3,1,Current
24425,2xf5,6,Current
24426,2xf7,6,Current
24427,2xf8,29,Current
24428,2xfa,1,Current
24429,2xfb,9,Current
24430,2xfc,11,Current
24431,2xfg,1,Current
24432,2xfl,12,Current
24433,2xfn,1,Current
24434,2xfo,1,Current
24435,2xfp,1,Current
24436,2xfq,1,Current
24437,2xfs,1,Current
24438,2xft,1,Current
24439,2xfu,1,Current
24440,2xfv,1,Current
24441,2xfw,4,Current
24442,2xfx,2,Current
24443,2xg4,1,Current
24444,2xg5,1,Current
24445,2xg6,6,Current
24446,2xg7,1,Current
24447,2xg8,9,Current
24448,2xga,1,Current
24449,2xgc,1,Current
24450,2xge,1,Current
24451,2xgf,3,Current
24452,2xgg,1,Current
24453,2xgj,1,Current
24454,2xgl,1,Current
24455,2xgm,1,Current
24456,2xgn,1,Current
24457,2xgo,1,Current
24458,2xgp,1,Current
24459,2xgq,1,Current
24460,2xgs,1,Current
24461,2xgt,1,Current
24462,2xgu,1,Current
24463,2xgx,1,Current
24464,2xgy,1,Current
24465,2xgz,1,Current
24466,2xh0,3,Current
24467,2xh1,1,Current
24468,2xh2,3,Current
24469,2xh3,1,Current
24470,2xh4,3,Current
24471,2xh5,1,Current
24472,2xh6,3,Current
24473,2xh7,1,Current
24474,2xh9,1,Current
24475,2xha,1,Current
24476,2xhd,1,Current
24477,2xhe,1,Current
24478,2xhf,1,Current
24479,2xhk,1,Current
24480,2xhl,1,Current
24481,2xhn,1,Current
24482,2xhs,1,Current
24483,2xhy,2,Current
24484,2xhz,6,Current
24485,2xi1,1,Current
24486,2xi2,2,Current
24487,2xi3,1,Current
24488,2xi4,1,Current
24489,2xi5,4,Current
24490,2xi7,4,Current
24491,2xi8,1,Current
24492,2xi9,1,Current
24493,2xib,2,Current
24494,2xic,1,Current
24495,2xid,1,Current
24496,2xig,5,Current
24497,2xii,1,Current
24498,2xim,6,Current
24499,2xin,6,Current
24500,2xiq,1,Current
24501,2xit,1,Current
24502,2xiu,1,Current
24503,2xiw,1,Current
24504,2xj3,1,Current
24505,2xj7,1,Current
24506,2xj9,1,Current
24507,2xja,4,Current
24508,2xjm,30,Current
24509,2xjn,30,Current
24510,2xjo,30,Current
24511,2xjy,1,Current
24512,2xjz,10,Current
24513,2xk1,5,Current
24514,2xk5,1,Current
24515,2xka,6,Current
24516,2xkb,13,Current
24517,2xkk,1,Current
24518,2xkn,3,Current
24519,2xko,5,Current
24520,2xkp,6,Current
24521,2xkq,30,Current
24522,2xkv,1,Current
24523,2xkw,1,Current
24524,2xkx,1,Current
24525,2xl2,3,Current
24526,2xl3,4,Current
24527,2xl9,1,Current
24528,2xla,3,Current
24529,2xlb,24,Current
24530,2xlc,12,Current
24531,2xlf,5,Current
24532,2xlk,1,Current
24533,2xll,3,Current
24534,2xln,2,Current
24535,2xlp,4,Current
24536,2xlr,4,Current
24537,2xls,4,Current
24538,2xlt,4,Current
24539,2xlu,4,Current
24540,2xm1,1,Current
24541,2xm2,1,Current
24542,2xm3,3,Current
24543,2xma,4,Current
24544,2xme,14,Current
24545,2xmh,7,Current
24546,2xmj,1,Current
24547,2xmk,1,Current
24548,2xml,1,Current
24549,2xmm,1,Current
24550,2xmn,3,Current
24551,2xmo,1,Current
24552,2xmq,2,Current
24553,2xmr,3,Current
24554,2xmt,1,Current
24555,2xmu,1,Current
24556,2xmv,3,Current
24557,2xmx,1,Current
24558,2xn0,1,Current
24559,2xn1,6,Current
24560,2xn3,1,Current
24561,2xn4,1,Current
24562,2xn5,1,Current
24563,2xn6,1,Current
24564,2xn7,1,Current
24565,2xn9,6,Current
24566,2xna,2,Current
24567,2xnc,1,Current
24568,2xnd,24,Current
24569,2xni,5,Current
24570,2xnk,3,Current
24571,2xns,3,Current
24572,2xnt,10,Current
24573,2xnu,5,Current
24574,2xnv,10,Current
24575,2xnx,15,Current
24576,2xny,8,Current
24577,2xo4,5,Current
24578,2xo5,5,Current
24579,2xo6,1,Current
24580,2xoc,1,Current
24581,2xof,1,Current
24582,2xog,1,Current
24583,2xok,24,Current
24584,2xol,1,Current
24585,2xot,1,Current
24586,2xox,1,Current
24587,2xoy,1,Current
24588,2xoz,1,Current
24589,2xp0,1,Current
24590,2xpd,7,Current
24591,2xpe,1,Current
24592,2xpg,2,Current
24593,2xph,1,Current
24594,2xpi,3,Current
24595,2xpj,3,Current
24596,2xpk,1,Current
24597,2xpl,1,Current
24598,2xpn,1,Current
24599,2xpo,3,Current
24600,2xpp,1,Current
24601,2xpx,1,Current
24602,2xq1,30,Current
24603,2xq2,1,Current
24604,2xq3,5,Current
24605,2xq4,5,Current
24606,2xq5,5,Current
24607,2xq6,5,Current
24608,2xq7,5,Current
24609,2xq8,5,Current
24610,2xq9,5,Current
24611,2xqa,5,Current
24612,2xqb,3,Current
24613,2xqc,1,Current
24614,2xql,10,Current
24615,2xqn,2,Current
24616,2xqq,5,Current
24617,2xqr,10,Current
24618,2xqs,4,Current
24619,2xqt,4,Current
24620,2xqu,4,Current
24621,2xqw,2,Current
24622,2xqx,1,Current
24623,2xqy,7,Current
24624,2xr1,1,Current
24625,2xr4,1,Current
24626,2xr8,55,Current
24627,2xra,2,Current
24628,2xrc,2,Current
24629,2xre,1,Current
24630,2xrf,1,Current
24631,2xrn,1,Current
24632,2xro,4,Current
24633,2xrp,7,Current
24634,2xrq,5,Current
24635,2xrs,10,Current
24636,2xrw,1,Current
24637,2xrx,55,Current
24638,2xrz,1,Current
24639,2xs0,1,Current
24640,2xs1,1,Current
24641,2xs3,1,Current
24642,2xs5,1,Current
24643,2xs8,1,Current
24644,2xsc,5,Current
24645,2xsh,24,Current
24646,2xsj,10,Current
24647,2xsm,7,Current
24648,2xsn,4,Current
24649,2xso,52,Current
24650,2xss,1,Current
24651,2xsw,1,Current
24652,2xsx,1,Current
24653,2xsz,6,Current
24654,2xt1,1,Current
24655,2xt2,1,Current
24656,2xt4,1,Current
24657,2xt6,1,Current
24658,2xta,3,Current
24659,2xtc,1,Current
24660,2xtd,1,Current
24661,2xte,7,Current
24662,2xti,1,Current
24663,2xtj,7,Current
24664,2xtk,1,Current
24665,2xtl,1,Current
24666,2xtm,1,Current
24667,2xto,1,Current
24668,2xtq,5,Current
24669,2xtr,1,Current
24670,2xts,5,Current
24671,2xtt,1,Current
24672,2xtw,3,Current
24673,2xtx,1,Current
24674,2xty,1,Current
24675,2xtz,1,Current
24676,2xu1,4,Current
24677,2xu6,1,Current
24678,2xu7,3,Current
24679,2xu8,3,Current
24680,2xua,1,Current
24681,2xud,1,Current
24682,2xue,1,Current
24683,2xuf,1,Current
24684,2xug,1,Current
24685,2xuh,1,Current
24686,2xui,1,Current
24687,2xuj,1,Current
24688,2xuk,1,Current
24689,2xul,6,Current
24690,2xum,1,Current
24691,2xuo,1,Current
24692,2xup,1,Current
24693,2xuq,1,Current
24694,2xur,1,Current
24695,2xus,1,Current
24696,2xuv,2,Current
24697,2xv3,1,Current
24698,2xv5,1,Current
24699,2xv6,3,Current
24700,2xva,1,Current
24701,2xvc,1,Current
24702,2xve,2,Current
24703,2xvf,2,Current
24704,2xvh,2,Current
24705,2xvi,2,Current
24706,2xvj,2,Current
24707,2xvm,1,Current
24708,2xvo,4,Current
24709,2xvp,1,Current
24710,2xvr,7,Current
24711,2xvt,7,Current
24712,2xw6,1,Current
24713,2xw7,1,Current
24714,2xwa,1,Current
24715,2xwb,10,Current
24716,2xwd,1,Current
24717,2xwe,1,Current
24718,2xwg,4,Current
24719,2xwj,14,Current
24720,2xwl,1,Current
24721,2xwm,1,Current
24722,2xwn,1,Current
24723,2xwq,6,Current
24724,2xwr,1,Current
24725,2xwt,3,Current
24726,2xwu,1,Current
24727,2xwx,1,Current
24728,2xwz,7,Current
24729,2xx1,7,Current
24730,2xx2,3,Current
24731,2xx6,3,Current
24732,2xx7,2,Current
24733,2xx8,1,Current
24734,2xx9,1,Current
24735,2xxa,2,Current
24736,2xxb,1,Current
24737,2xxh,1,Current
24738,2xxi,2,Current
24739,2xxj,5,Current
24740,2xxm,2,Current
24741,2xxn,1,Current
24742,2xxr,1,Current
24743,2xxt,1,Current
24744,2xxu,1,Current
24745,2xxv,1,Current
24746,2xxw,1,Current
24747,2xxx,4,Current
24748,2xxy,4,Current
24749,2xxz,1,Current
24750,2xy3,7,Current
24751,2xy8,1,Current
24752,2xyd,1,Current
24753,2xye,1,Current
24754,2xyf,1,Current
24755,2xyg,1,Current
24756,2xyh,1,Current
24757,2xyi,1,Current
24758,2xyj,1,Current
24759,2xyk,1,Current
24760,2xyn,2,Current
24761,2xyo,3,Current
24762,2xyp,1,Current
24763,2xyq,1,Current
24764,2xyr,1,Current
24765,2xys,5,Current
24766,2xyt,11,Current
24767,2xyv,1,Current
24768,2xyy,2,Current
24769,2xyz,6,Current
24770,2xz0,4,Current
24771,2xz1,3,Current
24772,2xz4,1,Current
24773,2xz5,5,Current
24774,2xz6,10,Current
24775,2xz8,1,Current
24776,2xz9,1,Current
24777,2xza,1,Current
24778,2xzb,1,Current
24779,2xzc,1,Current
24780,2xzd,9,Current
